gene/TE	cytoplasmic_dmso_3hrs_1	cytoplasmic_dmso_3hrs_2	cytoplasmic_dmso_3hrs_3	cytoplasmic_kpt185_3hrs_1	cytoplasmic_kpt185_3hrs_2	cytoplasmic_kpt185_3hrs_3	nuclear_dmso_3hrs_1	nuclear_dmso_3hrs_2	nuclear_dmso_3hrs_3	nuclear_kpt185_3hrs_1	nuclear_kpt185_3hrs_2	nuclear_kpt185_3hrs_3
"ENSG00000242880.2"	1	1	3	1	2	4	1	1	2	5	2	0
"ENSG00000242882.1"	0	0	2	0	1	0	0	0	0	0	0	0
"ENSG00000242887.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242888.1"	1	0	0	1	1	0	0	0	0	0	1	0
"ENSG00000242889.3"	2	1	0	0	1	0	3	3	8	0	4	6
"ENSG00000242893.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242894.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242899.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242902.1"	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000242908.6"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242911.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242912.3"	0	0	0	0	0	0	0	0	1	2	1	0
"ENSG00000242915.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242922.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242925.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242928.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242931.1"	6	4	12	4	7	6	12	16	13	13	21	13
"ENSG00000242936.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242941.1"	1	1	2	2	1	5	2	4	2	5	4	0
"ENSG00000242943.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242945.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242948.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242950.7"	0	0	0	0	0	0	1	0	0	0	3	0
"ENSG00000242951.1"	0	0	1	1	0	0	0	0	0	0	0	0
"ENSG00000242952.1"	1	1	1	4	1	2	0	0	0	0	0	0
"ENSG00000242953.1"	0	0	0	0	2	0	0	0	0	2	0	1
"ENSG00000242958.1"	0	0	0	0	0	0	1	0	0	0	1	0
"ENSG00000242960.1"	10	4	7	3	11	3	6	5	7	7	13	2
"ENSG00000242963.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242968.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242970.2"	16	10	13	1	12	10	0	3	2	5	3	3
"ENSG00000242971.3"	0	1	1	1	0	0	1	1	0	0	4	0
"ENSG00000242973.6"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000242976.3"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000242978.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242979.1"	0	0	0	0	0	0	0	1	0	0	3	1
"ENSG00000242983.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242985.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242986.2"	1	0	3	1	1	1	7	5	4	8	16	3
"ENSG00000242989.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242990.2"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000242991.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242992.3"	1	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000242993.1"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000242995.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242998.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000242999.3"	3	0	6	2	0	2	18	12	12	11	16	7
"ENSG00000243004.7"	0	0	0	2	0	2	2	3	4	4	4	2
"ENSG00000243005.3"	3	0	4	2	3	0	21	9	14	21	46	20
"ENSG00000243007.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243008.2"	2	0	2	0	2	0	2	2	4	4	3	1
"ENSG00000243011.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243014.1"	43	16	24	68	60	47	1	3	5	4	8	1
"ENSG00000243015.2"	107	66	116	82	114	82	14	21	25	20	30	15
"ENSG00000243016.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243018.1"	0	0	0	0	0	0	0	0	1	0	1	0
"ENSG00000243020.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243022.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243023.2"	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243024.7"	10	6	9	7	10	13	2	7	3	3	14	8
"ENSG00000243025.1"	0	0	0	0	0	0	0	0	0	2	0	0
"ENSG00000243027.3"	0	0	0	0	1	0	0	0	2	1	1	1
"ENSG00000243029.3"	0	1	0	0	1	0	0	0	0	0	0	0
"ENSG00000243033.2"	0	0	0	0	0	1	2	1	0	1	0	0
"ENSG00000243035.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243038.1"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000243040.6"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243044.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243048.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243049.3"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000243050.1"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000243051.3"	0	1	0	0	0	0	1	0	3	0	0	1
"ENSG00000243053.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243055.1"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000243056.2"	79	52	78	54	106	59	31	27	38	40	67	37
"ENSG00000243058.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243059.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243062.6"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243063.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243064.9"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243066.3"	0	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000243069.9"	9	7	10	11	15	8	18	13	15	26	39	22
"ENSG00000243071.1"	6	5	10	4	2	4	0	5	1	0	2	2
"ENSG00000243072.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243073.4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243075.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243081.2"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000243083.7"	1	1	2	0	2	1	1	3	4	4	8	1
"ENSG00000243085.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243089.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243094.1"	3	1	1	1	0	1	4	0	7	7	7	5
"ENSG00000243095.1"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000243099.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243101.1"	2	4	1	0	0	0	5	5	8	4	10	5
"ENSG00000243103.3"	0	0	1	0	0	0	1	1	0	2	2	2
"ENSG00000243104.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243107.1"	38	20	37	27	53	34	29	32	26	39	50	29
"ENSG00000243115.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243116.1"	0	1	0	0	0	0	0	0	1	0	0	1
"ENSG00000243122.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243124.3"	0	0	0	1	1	0	0	0	0	0	0	0
"ENSG00000243125.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243129.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243130.8"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243136.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243137.8"	5	7	6	3	15	6	91	88	107	68	103	37
"ENSG00000243141.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243144.7"	0	0	2	0	0	0	1	5	1	1	2	1
"ENSG00000243147.8"	261	143	213	162	316	197	69	72	80	76	131	72
"ENSG00000243149.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243150.6"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000243154.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243155.1"	144	82	108	97	137	101	45	44	55	48	82	44
"ENSG00000243156.9"	1599	979	1296	862	1417	944	1552	1489	1796	1598	2537	1264
"ENSG00000243160.1"	0	2	1	0	1	0	0	0	0	0	0	0
"ENSG00000243164.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243165.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243167.1"	3	2	0	1	5	1	0	0	2	1	1	1
"ENSG00000243171.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243173.3"	0	1	0	0	0	0	1	1	1	2	7	0
"ENSG00000243175.1"	5	0	3	1	4	3	9	13	7	11	17	10
"ENSG00000243176.7"	30	21	30	26	50	35	28	32	32	44	49	24
"ENSG00000243179.1"	0	0	0	0	0	0	1	0	1	1	6	1
"ENSG00000243181.2"	27	14	24	28	32	20	0	2	4	1	6	3
"ENSG00000243187.1"	0	1	1	2	2	2	2	0	0	1	0	1
"ENSG00000243188.1"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000243193.4"	0	0	0	0	0	0	0	0	1	0	0	1
"ENSG00000243195.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243197.8"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243199.1"	1124	567	1031	575	1139	691	25	20	20	36	79	49
"ENSG00000243207.6"	923	539	767	360	596	372	255	261	363	267	409	224
"ENSG00000243224.1"	16	15	17	35	29	19	14	16	23	39	36	23
"ENSG00000243225.2"	1	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000243227.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243230.1"	1	0	1	0	0	1	0	0	1	0	1	0
"ENSG00000243232.6"	9	8	5	7	9	3	2	5	4	2	8	4
"ENSG00000243234.1"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000243236.6"	0	0	2	1	0	0	0	0	0	0	0	0
"ENSG00000243238.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243243.5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243244.7"	366	224	329	302	451	381	134	129	142	240	327	208
"ENSG00000243250.1"	1	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000243254.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243256.1"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000243257.1"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000243260.3"	1	6	2	6	4	3	11	9	4	4	11	7
"ENSG00000243264.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243265.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243267.3"	4	2	0	0	0	1	3	3	1	4	4	5
"ENSG00000243273.2"	0	0	1	0	0	0	0	1	1	0	2	0
"ENSG00000243274.3"	1	1	0	1	0	0	4	5	3	5	8	1
"ENSG00000243276.6"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243279.4"	434	254	389	265	451	276	65	66	84	93	147	75
"ENSG00000243280.2"	2	0	2	2	0	1	4	6	5	7	19	10
"ENSG00000243284.1"	0	1	0	1	0	0	2	1	1	0	2	0
"ENSG00000243287.2"	1	0	0	0	0	0	3	0	2	1	0	0
"ENSG00000243289.1"	3	3	5	1	2	1	11	5	5	14	23	4
"ENSG00000243290.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243295.2"	0	0	0	0	0	0	0	0	0	2	0	1
"ENSG00000243296.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243297.2"	0	0	0	3	6	1	0	0	3	0	4	2
"ENSG00000243302.3"	153	83	135	104	160	118	134	131	159	172	318	123
"ENSG00000243303.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243304.3"	0	0	0	0	3	3	1	2	4	7	7	2
"ENSG00000243305.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243307.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243312.3"	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000243313.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243314.1"	0	0	1	0	2	1	5	5	9	9	10	5
"ENSG00000243316.7"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000243317.8"	1897	1195	1617	1378	1995	1509	202	185	268	322	377	210
"ENSG00000243319.7"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243321.3"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000243323.7"	2	1	0	2	3	0	6	7	10	5	14	8
"ENSG00000243328.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243333.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243335.10"	195	128	176	127	207	123	90	84	102	90	144	74
"ENSG00000243338.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243339.3"	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243345.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243346.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243347.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243349.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243352.3"	0	0	1	0	0	0	0	0	0	0	1	0
"ENSG00000243353.1"	0	0	0	0	0	0	1	1	1	4	1	1
"ENSG00000243355.1"	0	0	0	0	0	0	1	1	3	0	1	0
"ENSG00000243359.3"	0	0	0	0	1	0	0	0	1	0	0	0
"ENSG00000243364.8"	38	25	38	32	62	36	36	32	35	46	49	37
"ENSG00000243365.3"	0	1	0	0	0	0	0	0	1	0	0	0
"ENSG00000243366.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243368.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243370.3"	1	0	0	0	0	0	1	1	2	5	2	2
"ENSG00000243373.3"	0	1	0	0	0	1	1	0	5	0	1	0
"ENSG00000243374.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243378.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243383.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243384.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243385.2"	0	0	0	1	1	1	2	4	3	1	12	5
"ENSG00000243388.1"	0	0	1	0	0	1	0	0	0	1	0	0
"ENSG00000243389.1"	4	0	3	1	7	5	2	2	1	2	7	1
"ENSG00000243396.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243398.3"	0	0	0	0	1	0	8	7	7	7	10	7
"ENSG00000243402.1"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000243403.1"	8	3	4	2	6	2	1	3	1	1	5	5
"ENSG00000243404.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243406.6"	66	43	65	51	86	59	65	63	79	109	167	83
"ENSG00000243410.1"	3	0	2	0	1	2	2	7	2	4	2	8
"ENSG00000243414.6"	59	35	49	52	77	46	37	37	31	56	64	56
"ENSG00000243415.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243417.1"	0	0	0	0	2	0	0	0	0	0	0	0
"ENSG00000243420.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243422.3"	10	1	8	7	16	9	3	2	2	14	12	2
"ENSG00000243423.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243424.2"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000243426.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243429.1"	0	0	3	1	1	1	0	0	0	0	0	0
"ENSG00000243431.1"	4	3	2	4	4	4	0	5	3	4	13	1
"ENSG00000243433.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243437.3"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000243438.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243439.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243445.1"	5	3	6	8	10	2	3	1	7	5	8	2
"ENSG00000243446.3"	0	0	2	2	3	3	1	8	3	6	8	1
"ENSG00000243449.8"	223	128	202	128	269	188	34	19	22	27	55	37
"ENSG00000243455.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243466.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243468.5"	1	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000243469.1"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000243477.6"	126	61	106	77	155	102	37	48	66	95	103	54
"ENSG00000243478.9"	0	0	0	0	1	0	0	0	1	0	0	0
"ENSG00000243479.3"	177	125	145	112	160	117	34	42	58	58	55	33
"ENSG00000243480.8"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000243483.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243485.5"	1	0	0	0	0	0	1	0	0	0	3	0
"ENSG00000243486.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243488.3"	0	0	1	0	0	0	0	0	0	0	1	0
"ENSG00000243489.4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243491.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243494.1"	4	1	4	2	2	4	0	0	0	0	0	0
"ENSG00000243495.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243498.2"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000243499.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243501.5"	16	8	13	20	23	24	8	5	8	16	19	10
"ENSG00000243503.2"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000243504.1"	0	0	1	0	1	1	0	2	0	0	1	0
"ENSG00000243505.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243507.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243508.1"	4	7	4	8	7	7	16	19	24	36	57	23
"ENSG00000243509.6"	13	2	9	5	10	3	6	9	13	12	22	9
"ENSG00000243510.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243514.2"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000243516.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243517.1"	3	2	3	9	4	1	0	0	0	1	2	1
"ENSG00000243518.1"	2	1	1	1	0	0	1	0	0	2	0	1
"ENSG00000243519.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243521.2"	0	0	0	0	1	0	0	0	0	0	1	0
"ENSG00000243531.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243532.3"	1	0	1	0	0	0	1	1	1	3	2	2
"ENSG00000243537.1"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000243538.1"	10	6	10	8	11	9	5	3	3	7	9	6
"ENSG00000243539.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243541.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243543.9"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243544.3"	0	0	0	0	0	0	0	0	1	2	0	1
"ENSG00000243546.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243547.1"	61	24	60	41	82	58	3	4	5	9	15	9
"ENSG00000243548.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243549.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243550.3"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000243554.1"	55	26	48	35	49	26	29	36	30	49	66	34
"ENSG00000243560.3"	1	0	1	0	1	1	2	4	2	1	0	1
"ENSG00000243562.3"	0	0	1	1	1	2	0	0	0	0	0	0
"ENSG00000243566.7"	0	1	1	0	0	1	1	0	1	1	2	1
"ENSG00000243568.2"	2	3	2	1	0	0	2	2	9	4	9	4
"ENSG00000243572.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243574.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243581.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243584.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243591.3"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000243592.1"	0	2	2	1	2	0	1	0	0	1	0	0
"ENSG00000243593.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243596.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243601.1"	0	0	0	0	0	0	0	0	1	0	1	0
"ENSG00000243607.3"	0	0	0	0	0	0	4	0	1	1	1	0
"ENSG00000243609.1"	1	1	0	2	7	0	11	15	9	11	21	11
"ENSG00000243613.1"	0	0	1	0	1	0	0	2	0	0	2	0
"ENSG00000243620.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243621.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243627.5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243629.2"	2	0	2	0	1	0	1	0	1	3	2	0
"ENSG00000243633.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243635.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243636.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243641.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243642.3"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000243643.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243646.10"	203	121	167	167	257	177	103	99	98	125	176	110
"ENSG00000243648.1"	0	1	1	1	0	0	0	1	0	0	1	0
"ENSG00000243649.9"	1	1	1	1	2	1	5	1	4	2	5	0
"ENSG00000243650.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243655.2"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000243658.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243659.1"	1	0	0	2	3	0	4	4	4	4	7	1
"ENSG00000243660.12"	27	24	18	16	20	12	5	18	5	23	19	17
"ENSG00000243661.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243663.1"	4	2	4	2	10	0	0	0	0	3	1	0
"ENSG00000243664.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243667.7"	217	155	220	175	211	170	52	62	71	88	113	58
"ENSG00000243669.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243671.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243672.1"	0	0	0	0	0	0	0	1	0	0	1	0
"ENSG00000243674.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243675.1"	1	0	0	0	0	0	0	0	2	1	2	3
"ENSG00000243678.12"	4312	2891	3727	3147	4485	3331	554	597	718	774	1076	690
"ENSG00000243679.1"	148	79	117	88	129	85	86	121	139	146	214	124
"ENSG00000243680.1"	1	0	2	2	3	4	0	0	0	0	1	1
"ENSG00000243686.2"	1	1	2	5	6	1	3	4	3	4	9	1
"ENSG00000243687.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243694.4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243695.1"	0	0	1	0	0	0	0	3	0	2	1	1
"ENSG00000243696.5"	24	22	16	15	29	18	56	61	55	45	54	35
"ENSG00000243697.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243700.3"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000243701.8"	158	83	144	101	164	104	164	139	160	202	298	141
"ENSG00000243702.3"	0	0	0	0	2	1	2	3	2	2	4	2
"ENSG00000243704.3"	1	0	1	1	0	0	0	0	2	0	3	1
"ENSG00000243705.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243708.11"	29	10	23	22	25	18	55	47	47	49	78	37
"ENSG00000243709.1"	1	0	4	0	1	1	2	1	1	1	2	2
"ENSG00000243710.8"	8	1	4	5	14	10	0	0	5	4	4	4
"ENSG00000243711.1"	1	0	2	1	0	1	0	0	0	1	0	0
"ENSG00000243715.1"	0	0	0	0	0	0	0	0	0	1	0	1
"ENSG00000243716.11"	811	496	712	522	843	609	1181	1259	1303	1271	1947	949
"ENSG00000243720.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243721.1"	0	0	1	1	1	3	2	3	1	0	6	3
"ENSG00000243723.3"	0	0	0	0	0	0	0	0	0	4	1	1
"ENSG00000243725.7"	574	336	504	352	517	335	131	133	172	176	254	125
"ENSG00000243729.5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243730.2"	0	0	0	1	0	0	1	0	0	1	2	2
"ENSG00000243733.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243738.3"	3	2	4	3	3	4	2	0	1	6	3	0
"ENSG00000243742.5"	74	48	81	53	88	56	15	12	10	18	35	18
"ENSG00000243744.2"	1	4	7	3	7	5	0	1	0	0	1	2
"ENSG00000243746.1"	2	1	5	4	3	6	1	2	2	0	3	0
"ENSG00000243749.1"	46	24	32	29	62	41	21	25	27	34	42	28
"ENSG00000243753.6"	24	15	19	12	18	8	65	67	69	38	51	35
"ENSG00000243758.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243759.1"	23	13	31	19	36	20	2	0	1	6	8	0
"ENSG00000243761.1"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000243762.1"	7	6	1	9	7	2	9	10	10	21	18	14
"ENSG00000243766.8"	43	22	37	28	34	32	29	25	38	34	49	26
"ENSG00000243770.3"	4	3	1	1	3	3	6	8	6	5	22	7
"ENSG00000243771.1"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000243772.8"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243775.2"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000243777.1"	1	1	0	1	1	0	0	1	0	0	0	0
"ENSG00000243779.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243780.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243781.1"	2	2	7	2	6	3	0	1	0	0	1	0
"ENSG00000243782.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243789.11"	42	25	33	20	44	26	32	37	33	35	60	25
"ENSG00000243792.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243794.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243795.1"	4	0	1	2	0	3	0	0	0	3	0	2
"ENSG00000243797.6"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243799.1"	0	0	0	0	0	2	0	0	0	0	0	0
"ENSG00000243801.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000243802.2"	3	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000243806.1"	0	0	0	0	0	1	3	6	6	5	7	8
"ENSG00000243810.1"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSG00000243811.12"	6	8	9	9	20	13	9	16	10	26	38	15
